"","doi","journal","journal_meta.issn.1","publisher","author1","affiliation","title","abstract","topic","Year"
"61","10.1371/journal.pone.0178146","PLOS ONE",NA,"Public Library of Science","Nowak, Kathrin","Epidemiology of highly pathogenic microorganisms, Robert Koch Institute, Berlin, Germany","Highly diverse and antimicrobial susceptible Escherichia coli display a naïve bacterial population in fruit bats from the Republic of Congo","Bats are suspected to be a reservoir of several bacterial and viral pathogens relevant to animal and human health, but studies on Escherichia coli in these animals are sparse. We investigated the presence of E. coli in tissue samples (liver, lung and intestines) collected from 50 fruit bats of five different species (Eidolon helvum, Epomops franqueti, Hypsignathus monstrosus, Myonycteris torquata, Rousettus aegyptiacus) of two different areas in the Republic of Congo between 2009 and 2010. To assess E. coli pathotypes and phylogenetic relationships, we determined the presence of 59 virulence associated genes and multilocus sequence types (STs). Isolates were further tested for their susceptibility to several antimicrobial substances by agar disk diffusion test and for the presence of an Extended-Spectrum Beta-Lactamase phenotype. E. coli was detected in 60% of the bats analysed. The diversity of E. coli strains was very high, with 37 different STs within 40 isolates. Occasionally, we detected sequence types (e.g. ST69, ST127, and ST131) and pathotypes (e.g. ExPEC, EPEC and atypical EPEC), which are known pathogens in human and/or animal infections. Although the majority of strains were assigned to phylogenetic group B2 (46.2%), which is linked with the ExPEC pathovar, occurrence of virulence-associated genes in these strains were unexpectedly low. Due to this, and as only few of the E. coli isolates showed intermediate resistance to certain antimicrobial substances, we assume a rather naïve E. coli population, lacking contact to humans or domestic animals. Future studies featuring in depth comparative whole genome sequence analyses will provide insights into the microevolution of this interesting strain collection.","ont reads sequencing",2017
"62","10.1371/journal.pone.0180314","PLOS ONE",NA,"Public Library of Science","Manceur, Aziza P.","Human Health Therapeutics, National Research Council Canada, Montréal, Québec, Canada","Generation of monoclonal pan-hemagglutinin antibodies for the quantification of multiple strains of influenza","Vaccination is the most effective course of action to prevent influenza. About 150 million doses of influenza vaccines were distributed for the 2015–2016 season in the USA alone according to the Centers for Disease Control and Prevention. Vaccine dosage is calculated based on the concentration of hemagglutinin (HA), the main surface glycoprotein expressed by influenza which varies from strain to strain. Therefore yearly-updated strain-specific antibodies and calibrating antigens are required. Preparing these quantification reagents can take up to three months and significantly slows down the release of new vaccine lots. Therefore, to circumvent the need for strain-specific sera, two anti-HA monoclonal antibodies (mAbs) against a highly conserved sequence have been produced by immunizing mice with a novel peptide-conjugate. Immunoblots demonstrate that 40 strains of influenza encompassing HA subtypes H1 to H13, as well as B strains from the Yamagata and Victoria lineage were detected when the two mAbs are combined to from a pan-HA mAb cocktail. Quantification using this pan-HA mAbs cocktail was achieved in a dot blot assay and results correlated with concentrations measured in a hemagglutination assay with a coefficient of correlation of 0.80. A competitive ELISA was also optimised with purified viral-like particles. Regardless of the quantification method used, pan-HA antibodies can be employed to accelerate process development when strain-specific antibodies are not available, and represent a valuable tool in case of pandemics. These antibodies were also expressed in CHO cells to facilitate large-scale production using bioreactor technologies which might be required to meet industrial needs for quantification reagents. Finally, a simulation model was created to predict the binding affinity of the two anti-HA antibodies to the amino acids composing the highly conserved epitope; different probabilities of interaction between a given amino acid and the antibodies might explain the affinity of each antibody against different influenza strains.","ont reads sequencing",2017
"63","10.1371/journal.pone.0011814","PLoS ONE",NA,"Public Library of Science","White, Aaron P.","Department of Microbiology and Infectious Diseases, University of Calgary, Calgary, Canada","A Global Metabolic Shift Is Linked to Salmonella Multicellular Development","Bacteria can elaborate complex patterns of development that are dictated by temporally ordered patterns of gene expression, typically under the control of a master regulatory pathway. For some processes, such as biofilm development, regulators that initiate the process have been identified but subsequent phenotypic changes such as stress tolerance do not seem to be under the control of these same regulators. A hallmark feature of biofilms is growth within a self-produced extracellular matrix. In this study we used metabolomics to compare Salmonella cells in rdar colony biofilms to isogenic csgD deletion mutants that do not produce an extracellular matrix. The two populations show distinct metabolite profiles. Even though CsgD controls only extracellular matrix production, metabolite signatures associated with cellular adaptations associated with stress tolerances were present in the wild type but not the mutant cells. To further explore these differences we examine the temporal gene expression of genes implicated in biofilm development and stress adaptations. In wild type cells, genes involved in a metabolic shift to gluconeogenesis and various stress-resistance pathways exhibited an ordered expression profile timed with multicellular development even though they are not CsgD regulated. In csgD mutant cells, the ordered expression was lost. We conclude that the induction of these pathways results from production of, and growth within, a self produced matrix rather than elaboration of a defined genetic program. These results predict that common physiological properties of biofilms are induced independently of regulatory pathways that initiate biofilm formation.","ont reads sequencing",2010
"64","10.1371/journal.pone.0209496","PLOS ONE",NA,"Public Library of Science","McGrath-Morrow, Sharon A.","Eudowood Division of Pediatric Respiratory Sciences, Johns Hopkins School of Medicine, Baltimore, Maryland, United States of America","Inflammation and transcriptional responses of peripheral blood mononuclear cells in classic ataxia telangiectasia","IntroductionClassic ataxia telangiectasia (A-T) is an autosomal recessive disease characterized by early onset ataxia, immune deficiency, sino-pulmonary disease, lymphoid/solid malignancies and telangiectasias. Prior studies have suggested that chronic inflammation and premature aging may contribute to the development of malignancy and pulmonary disease in people with A-T. To further examine the link between A-T and inflammation, we hypothesized that subjects with classic A-T would have greater enrichment of inflammatory pathways in peripheral blood mononuclear cells (PBMCs) compared to non A-T age-matched controls. To test this hypothesis we used RNAseq as an unsupervised approach to identify biological processes altered in people with classic A-T.MethodsPBMCs were isolated from subjects with classic A-T and compared to non-A-T age-matched healthy controls. RNAseq with differential gene expression analyses was then performed. Selected genes were validated by RT-qPCR using cohorts of subjects consisting of classic A-T, mild A-T or non-A-T controls. Subjects with mild A-T were characterized by later onset/mild neurologic features and normal/near normal immune status.ResultsRNAseq revealed 310 differentially expressed genes (DEGs) including genes involved in inflammation, immune regulation, and cancer. Using gene set enrichment analysis, A-T subjects were found to have biological processes enriched for inflammatory and malignancy pathways. In examining a cohort of A-T subjects in which baseline serum IL8 and IL6 levels were measured previously, an association was found between higher serum IL8 levels and higher likelihood of developing malignancy and/or death in a subsequent 4–6 year period.ConclusionRNAseq using PBMCs from subjects with classic A-T uncovered differential expression of immune response genes and biological processes associated with inflammation, immune regulation, and cancer. Follow-up of A-T subjects over a 4–6 year period revealed an association between higher baseline serum IL8 levels and malignancy/death. These findings support a role for inflammation as a contributing factor in A-T phenotypes.","ont reads sequencing",2018
"65","10.1371/journal.pone.0202428","PLOS ONE",NA,"Public Library of Science","Trevis, Thomas","James Cook University Clinical School, Cairns Hospital, Cairns, Queensland, Australia","Mycoplasma genitalium in the Far North Queensland backpacker population: An observational study of prevalence and azithromycin resistance","BackgroundMycoplasma genitalium is a sexually transmitted infection (STI), and a common cause of non-gonococcal urethritis (NGU). There is concern regarding the rise in prevalence of M. genitalium and rates of resistance to macrolide antibiotics. International backpackers represent a unique population that may be at an increased risk of STIs. The purpose of this study was to determine the prevalence of M. genitalium and antibiotic resistance in international backpackers.MethodsFirst void urine samples were obtained utilising opportunistic sampling from 294 non-treatment-seeking international backpackers at a variety of hostels in Cairns, Queensland Australia. Participants also answered a fixed-answer survey regarding sociodemographic characteristics and sexual risk behaviours. Samples were tested for M. genitalium, Chlamydia trachomatis and Neisseria gonorrhoeae using polymerase chain reaction (PCR). Samples positive for M. genitalium were investigated for macrolide resistance-associated mutations in the 23S rRNA genome at positions A2058G, A2058C, A2058T, A2059G and A2059C (Escherichia coli numbering).ResultsOf the 294 samples, 23 failed the internal control. The prevalence of M. genitalium was 1.8% (5/271, 95% confidence interval [CI] ± 1.58), C. trachomatis was 4.1% (11/271, 95% CI ± 2.36) and N. gonorrhoeae was not detected. Macrolide resistance-associated mutations were identified in 40% (2/5) of M. genitalium-positive samples. M. genitalium infection was associated with reporting symptoms (odds ratio [OR] 14.36, 95% CI 2.17–94.94, p < 0.05).ConclusionsM. genitalium and C. trachomatis are relatively common amongst non-treatment seeking international backpackers, but may not differ from Australian population prevalence. This article provides evidence to further support the increased utilisation of M. genitalium PCR in the diagnosis of NGU, and for macrolide resistance testing for all identified M. genitalium infections.","ont reads sequencing",2018
"66","10.1371/journal.pone.0152506","PLOS ONE",NA,"Public Library of Science","Bernard, Jean-Baptiste","Aix-Marseille Université, Marseille, France","A New Font, Specifically Designed for Peripheral Vision, Improves Peripheral Letter and Word Recognition, but Not Eye-Mediated Reading Performance","Reading speed is dramatically reduced when readers cannot use their central vision. This is because low visual acuity and crowding negatively impact letter recognition in the periphery. In this study, we designed a new font (referred to as the Eido font) in order to reduce inter-letter similarity and consequently to increase peripheral letter recognition performance. We tested this font by running five experiments that compared the Eido font with the standard Courier font. Letter spacing and x-height were identical for the two monospaced fonts. Six normally-sighted subjects used exclusively their peripheral vision to run two aloud reading tasks (with eye movements), a letter recognition task (without eye movements), a word recognition task (without eye movements) and a lexical decision task. Results show that reading speed was not significantly different between the Eido and the Courier font when subjects had to read single sentences with a round simulated gaze-contingent central scotoma (10° diameter). In contrast, Eido significantly decreased perceptual errors in peripheral crowded letter recognition (-30% errors on average for letters briefly presented at 6° eccentricity) and in peripheral word recognition (-32% errors on average for words briefly presented at 6° eccentricity).","ont reads sequencing",2016
"67","10.1371/journal.pone.0171710","PLOS ONE",NA,"Public Library of Science","Amyotte, Beatrice","Vineland Research and Innovation Centre, Victoria Avenue North, Vineland Station, ON, Canada","Mapping the sensory perception of apple using descriptive sensory evaluation in a genome wide association study","Breeding apples is a long-term endeavour and it is imperative that new cultivars are selected to have outstanding consumer appeal. This study has taken the approach of merging sensory science with genome wide association analyses in order to map the human perception of apple flavour and texture onto the apple genome. The goal was to identify genomic associations that could be used in breeding apples for improved fruit quality. A collection of 85 apple cultivars was examined over two years through descriptive sensory evaluation by a trained sensory panel. The trained sensory panel scored randomized sliced samples of each apple cultivar for seventeen taste, flavour and texture attributes using controlled sensory evaluation practices. In addition, the apple collection was subjected to genotyping by sequencing for marker discovery. A genome wide association analysis suggested significant genomic associations for several sensory traits including juiciness, crispness, mealiness and fresh green apple flavour. The findings include previously unreported genomic regions that could be used in apple breeding and suggest that similar sensory association mapping methods could be applied in other plants.","ont reads sequencing",2017
"68","10.1371/journal.pgen.1008013","PLOS Genetics","1553-7404","Public Library of Science","Pan, Qiaowei","INRA, UR1037 LPGP, Campus de Beaulieu, Rennes, France","Identification of the master sex determining gene in Northern pike (Esox lucius) reveals restricted sex chromosome differentiation","Teleost fishes, thanks to their rapid evolution of sex determination mechanisms, provide remarkable opportunities to study the formation of sex chromosomes and the mechanisms driving the birth of new master sex determining (MSD) genes. However, the evolutionary interplay between the sex chromosomes and the MSD genes they harbor is rather unexplored. We characterized a male-specific duplicate of the anti-Müllerian hormone (amh) as the MSD gene in Northern Pike (Esox lucius), using genomic and expression evidence as well as by loss-of-function and gain-of-function experiments. Using RAD-Sequencing from a family panel, we identified Linkage Group (LG) 24 as the sex chromosome and positioned the sex locus in its sub-telomeric region. Furthermore, we demonstrated that this MSD originated from an ancient duplication of the autosomal amh gene, which was subsequently translocated to LG24. Using sex-specific pooled genome sequencing and a new male genome sequence assembled using Nanopore long reads, we also characterized the differentiation of the X and Y chromosomes, revealing a small male-specific insertion containing the MSD gene and a limited region with reduced recombination. Our study reveals an unexpectedly low level of differentiation between a pair of sex chromosomes harboring an old MSD gene in a wild teleost fish population, and highlights both the pivotal role of genes from the amh pathway in sex determination, as well as the importance of gene duplication as a mechanism driving the turnover of sex chromosomes in this clade.","ont reads sequencing",2019
"69","10.1371/journal.pgen.1008013","PLOS Genetics","1553-7404","Public Library of Science","Pan, Qiaowei","INRA, UR1037 LPGP, Campus de Beaulieu, Rennes, France","Identification of the master sex determining gene in Northern pike (Esox lucius) reveals restricted sex chromosome differentiation","Author summaryIn stark contrast to mammals and birds, a high proportion of teleosts have homomorphic sex chromosomes and display a high diversity of sex determining genes. Yet, population level knowledge of both the sex chromosome and the master sex determining gene is only available for the Japanese medaka, a model species. Here we identified and provided functional proofs of an old duplicate of anti-Müllerian hormone (Amh), a member of the Tgf- β family, as the male master sex determining gene in the Northern pike, Esox lucius. We found that this duplicate, named amhby (Y-chromosome-specific anti-Müllerian hormone paralog b), was translocated to the sub-telomeric region of the new sex chromosome, and now amhby shows strong sequence divergence as well as substantial expression pattern differences from its autosomal paralog, amha. We assembled a male genome sequence using Nanopore long reads and identified a restricted region of differentiation within the sex chromosome pair in a wild population. Our results provide insight on the conserved players in sex determination pathways, the mechanisms of sex chromosome turnover, and the diversity of levels of differentiation between homomorphic sex chromosomes in teleosts.","ont reads sequencing",2019
"70","10.1371/journal.pone.0168160","PLOS ONE",NA,"Public Library of Science","Madoshi, Balichene P.","Department of Veterinary Medicine and Public Health, Sokoine University of Agriculture, Morogoro, Tanzania","Characterisation of Commensal Escherichia coli Isolated from Apparently Healthy Cattle and Their Attendants in Tanzania","While pathogenic types of Escherichia coli are well characterized, relatively little is known about the commensal E. coli flora. In the current study, antimicrobial resistance in commensal E. coli and distribution of ERIC-PCR genotypes among isolates of such bacteria from cattle and cattle attendants on cattle farms in Tanzania were investigated. Seventeen E. coli genomes representing different ERIC-PCR types of commensal E. coli were sequenced in order to determine their possible importance as a reservoir for both antimicrobial resistance genes and virulence factors. Both human and cattle isolates were highly resistant to tetracycline (40.8% and 33.1%), sulphamethazole-trimethoprim (49.0% and 8.8%) and ampicillin (44.9% and 21.3%). However, higher proportion of resistant E. coli and higher frequency of resistance to more than two antimicrobials was found in isolates from cattle attendants than isolates from cattle. Sixteen out of 66 ERIC-PCR genotypes were shared between the two hosts, and among these ones, seven types contained isolates from cattle and cattle attendants from the same farm, suggesting transfer of strains between hosts. Genome-wide analysis showed that the majority of the sequenced cattle isolates were assigned to phylogroups B1, while human isolates represented phylogroups A, C, D and E. In general, in silico resistome and virulence factor identification did not reveal differences between hosts or phylogroups, except for lpfA and iss found to be cattle and B1 phylogroup specific. The most frequent plasmids replicon genes found in strains from both hosts were of IncF type, which are commonly associated with carriage of antimicrobial and virulence genes. Commensal E. coli from cattle and attendants were found to share same genotypes and to carry antimicrobial resistance and virulence genes associated with both intra and extraintestinal E. coli pathotypes.","ont reads sequencing",2016
"71","10.1371/journal.pone.0181654","PLOS ONE",NA,"Public Library of Science","Fisher, Carl J.","Department of Medical Biophysics, University of Toronto, Toronto, ON, Canada","ALA-PpIX mediated photodynamic therapy of malignant gliomas augmented by hypothermia","BackgroundMalignant gliomas are highly invasive, difficult to treat, and account for 2% of cancer deaths worldwide. Glioblastoma Multiforme (GBM) comprises the most common and aggressive intracranial tumor. The study hypothesis is to investigate the modification of Photodynamic Therapy (PDT) efficacy by mild hypothermia leads to increased glioma cell kill while protecting normal neuronal structures.MethodsPhotosensitizer accumulation and PDT efficacy in vitro were quantified in various glioma cell lines, primary rat neurons, and astrocytes. In vivo studies were carried out in healthy brain and RG2 glioma of naïve Fischer rats. Hypothermia was induced at 1 hour pre- to 2 hours post-PDT, with ALA-PpIX accumulation and PDT treatments effects on tumor and normal brain PDT quantified using optical spectroscopy, histology, immunohistochemistry, MRI, and survival studies, respectively.FindingsIn vitro studies demonstrated significantly improved post-PDT survival in primary rat neuronal cells. Rat in vivo studies confirmed a neuroprotective effect to hypothermia following PpIX mediated PDT by T2 mapping at day 10, reflecting edema/inflammation volume reduction. Mild hypothermia increased PpIX fluorescence in tumors five-fold, and the median post-PDT rat survival time (8.5 days normothermia; 14 days hypothermia). Histology and immunohistochemistry show close to complete cellular protection in normal brain structures under hypothermia.ConclusionsThe benefits of hypothermia on both normal neuronal tissue as well as increased PpIX fluorescence and RG2 induced rat survival strongly suggest a role for hypothermia in photonics-based surgical techniques, and that a hypothermic intervention could lead to considerable patient outcome improvements.","ont reads sequencing",2017
"72","10.1371/journal.pone.0123184","PLOS ONE",NA,"Public Library of Science","Nandi, Munmun","Department of Microbiology, University of Manitoba, Winnipeg, Manitoba, Canada","Pyrrolnitrin and Hydrogen Cyanide Production by Pseudomonas chlororaphis Strain PA23 Exhibits Nematicidal and Repellent Activity against Caenorhabditis elegans","Pseudomonas chlororaphis strain PA23 is a biocontrol agent able to suppress growth of the fungal pathogen Sclerotinia sclerotiorum. This bacterium produces an arsenal of exometabolites including pyrrolnitrin (PRN), phenazine (PHZ), hydrogen cyanide (HCN), and degradative enzymes. Production of these compounds is controlled at both the transcriptional and posttranscriptional levels by the Gac-Rsm system, RpoS, PsrA, and the Phz quorum-sensing system. Beyond pathogen-suppression, the success of a biocontrol agent is dependent upon its ability to establish itself in the environment where predation by bacterivorous organisms, including nematodes, may threaten persistence. The focus of this study was to investigate whether PA23 is able to resist grazing by Caenorhabditis elegans and to define the role played by exoproducts in the bacterial-nematode interaction. We discovered that both PRN and HCN contribute to fast- and slow-killing of C. elegans. HCN is well-established as having lethal effects on C. elegans; however, PRN has not been reported to be nematicidal. Exposure of L4 stage nematodes to purified PRN reduced nematode viability in a dose-dependent fashion and led to reduced hatching of eggs laid by gravid adults. Because bacterial metabolites can act as chemoattractants or repellents, we analyzed whether PA23 exhibited attractant or repulsive properties towards C. elegans. Both PRN and HCN were found to be potent repellents. Next we investigated whether the presence of C. elegans would elicit changes in PA23 gene activity. Co-culturing the two organisms increased expression of a number of genes associated with biocontrol, including phzA, hcnA, phzR, phzI, rpoS and gacS. Exoproduct analysis showed that PHZ and autoinducer signals were upregulated, consistent with the gene expression profiles. Collectively, these findings indicate that PA23 is able to sense the presence of C. elegans and it is able to both repel and kill the nematodes, which should facilitate environmental persistence and ultimately biocontrol.","ont reads sequencing",2015
"73","10.1371/journal.pgen.1007853","PLOS Genetics","1553-7404","Public Library of Science","Brouwers, Nick","Department of Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629HZ Delft, The Netherlands","In vivo recombination of Saccharomyces eubayanus maltose-transporter genes yields a chimeric transporter that enables maltotriose fermentation","Saccharomyces eubayanus is the non-S. cerevisiae parent of the lager-brewing hybrid S. pastorianus. In contrast to most S. cerevisiae and Frohberg-type S. pastorianus strains, S. eubayanus cannot utilize the α-tri-glucoside maltotriose, a major carbohydrate in brewer’s wort. In Saccharomyces yeasts, utilization of maltotriose is encoded by the subtelomeric MAL gene family, and requires transporters for maltotriose uptake. While S. eubayanus strain CBS 12357T harbors four SeMALT genes which enable uptake of the α-di-glucoside maltose, it lacks maltotriose transporter genes. In S. cerevisiae, sequence identity indicates that maltotriose and maltose transporters likely evolved from a shared ancestral gene. To study the evolvability of maltotriose utilization in S. eubayanus CBS 12357T, maltotriose-assimilating mutants obtained after UV mutagenesis were subjected to laboratory evolution in carbon-limited chemostat cultures on maltotriose-enriched wort. An evolved strain showed improved maltose and maltotriose fermentation in 7 L fermenter experiments on industrial wort. Whole-genome sequencing revealed a novel mosaic SeMALT413 gene, resulting from repeated gene introgressions by non-reciprocal translocation of at least three SeMALT genes. The predicted tertiary structure of SeMalT413 was comparable to the original SeMalT transporters, but overexpression of SeMALT413 sufficed to enable growth on maltotriose, indicating gene neofunctionalization had occurred. The mosaic structure of SeMALT413 resembles the structure of S. pastorianus maltotriose-transporter gene SpMTY1, which has high sequences identity to alternatingly S. cerevisiae MALx1, S. paradoxus MALx1 and S. eubayanus SeMALT3. Evolution of the maltotriose transporter landscape in hybrid S. pastorianus lager-brewing strains is therefore likely to have involved mechanisms similar to those observed in the present study.","ont reads sequencing",2018
"74","10.1371/journal.pgen.1007853","PLOS Genetics","1553-7404","Public Library of Science","Brouwers, Nick","Department of Biotechnology, Delft University of Technology, Van der Maasweg 9, 2629HZ Delft, The Netherlands","In vivo recombination of Saccharomyces eubayanus maltose-transporter genes yields a chimeric transporter that enables maltotriose fermentation","Author summaryFermentation of the wort sugar maltotriose is critical for the flavor profile obtained during beer brewing. The recently discovered yeast Saccharomyces eubayanus is gaining popularity as an alternative to S. pastorianus and S. cerevisiae for brewing, however it is unable to utilize maltotriose. Here, a combination of non-GMO mutagenesis and laboratory evolution of the S. eubayanus type strain CBS 12357T was used to enable maltotriose fermentation and improve brewing performance. The improved strain expressed a novel transporter gene, SeMALT413, which was formed by recombination between three different SeMALT maltose-transporter genes. Overexpression of SeMALT413 in CBS 12357T confirmed its neofunctionalization as a maltotriose transporter. As the S. pastorianus maltotriose transporter SpMty1 has a mosaic structure similar to SeMalT413, maltotriose utilization likely involved similar recombination events during the domestication of current lager brewing strains. Based on a posteriori sequence analysis, the emergence of gene functions has been attributed to gene neofunctionalization in a broad range of organisms. The real-time observation of neofunctionalization during laboratory evolution constitutes an important validation of the relevance and importance of this mechanism for Darwinian evolution.","ont reads sequencing",2018
"75","10.1371/journal.pone.0210064","PLOS ONE",NA,"Public Library of Science","Sanctuary, Megan R.","Department of Nutrition, University of California, Davis, California, United States of America","Pilot study of probiotic/colostrum supplementation on gut function in children with autism and gastrointestinal symptoms","Over half of all children with autism spectrum disorders (ASD) have gastrointestinal (GI) co-morbidities including chronic constipation, diarrhea, and irritable bowel syndrome. The severity of these symptoms has been correlated with the degree of GI microbial dysbiosis. The study objective was to assess tolerability of a probiotic (Bifidobacterium infantis) in combination with a bovine colostrum product (BCP) as a source of prebiotic oligosaccharides and to evaluate GI, microbiome and immune factors in children with ASD and GI co-morbidities. This pilot study is a randomized, double blind, controlled trial of combination treatment (BCP + B. infantis) vs. BCP alone in a cross-over study in children ages 2–11 with ASD and GI co-morbidities (n = 8). This 12-week study included 5 weeks of probiotic-prebiotic supplementation, followed by a two-week washout period, and 5 weeks of prebiotic only supplementation. The primary outcome of tolerability was assessed using validated questionnaires of GI function and atypical behaviors, along with side effects. Results suggest that the combination treatment is well-tolerated in this cohort. The most common side effect was mild gassiness. Some participants on both treatments saw a reduction in the frequency of certain GI symptoms, as well as reduced occurrence of particular aberrant behaviors. Improvement may be explained by a reduction in IL-13 and TNF-α production in some participants. Although limited conclusions can be drawn from this small pilot study, the results support the need for further research into the efficacy of these treatments.","ont reads sequencing",2018
"76","10.1371/journal.pone.0120670","PLOS ONE",NA,"Public Library of Science","Sakai, Monica","The Research Institute of the McGill University Health Center, Montréal, Québec, Canada","In Search of the Molecular Mechanisms Mediating the Inhibitory Effect of the GnRH Antagonist Degarelix on Human Prostate Cell Growth","Degarelix is a gonadrotropin-releasing hormone (GnRH) receptor (GnRHR) antagonist used in patients with prostate cancer who need androgen deprivation therapy. GnRHRs have been found in extra-pituitary tissues, including prostate, which may be affected by the GnRH and GnRH analogues used in therapy. The direct effect of degarelix on human prostate cell growth was evaluated. Normal prostate myofibroblast WPMY-1 and epithelial WPE1-NA22 cells, benign prostatic hyperplasia (BPH)-1 cells, androgen-independent PC-3 and androgen-dependent LNCaP prostate cancer cells, as well as VCaP cells derived from a patient with castration-resistant prostate cancer were used. Discriminatory protein and lipid fingerprints of normal, hyperplastic, and cancer cells were generated by matrix-assisted laser desorption/ionization (MALDI) mass spectrometry (MS). The investigated cell lines express GNRHR1 and GNRHR2 and their endogenous ligands. Degarelix treatment reduced cell viability in all prostate cell lines tested, with the exception of the PC-3 cells; this can be attributed to increased apoptosis, as indicated by increased caspase 3/7, 8 and 9 levels. WPE1-NA22, BPH-1, LNCaP, and VCaP cell viability was not affected by treatment with the GnRH agonists leuprolide and goserelin. Using MALDI MS, we detected changes in m/z signals that were robust enough to create a complete discriminatory profile induced by degarelix. Transcriptomic analysis of BPH-1 cells provided a global map of genes affected by degarelix and indicated that the biological processes affected were related to cell growth, G-coupled receptors, the mitogen-activated protein kinase (MAPK) pathway, angiogenesis and cell adhesion. Taken together, these data demonstrate that (i) the GnRH antagonist degarelix exerts a direct effect on prostate cell growth through apoptosis; (ii) MALDI MS analysis provided a basis to fingerprint degarelix-treated prostate cells; and (iii) the clusters of genes affected by degarelix suggest that this compound, in addition to its known use in the treatment of prostate cancer, may be efficacious in BPH.","ont reads sequencing",2015
