"","doi","journal","publisher","author1","affiliation","title","abstract","topic","Year"
"116","10.1371/journal.pone.0146687","PLOS ONE","Public Library of Science","St. John, Elizabeth P.","454 Life Sciences, A Roche Company, Branford, CT, United States of America","A Follow-Up of the Multicenter Collaborative Study on HIV-1 Drug Resistance and Tropism Testing Using 454 Ultra Deep Pyrosequencing","BackgroundUltra deep sequencing is of increasing use not only in research but also in diagnostics. For implementation of ultra deep sequencing assays in clinical laboratories for routine diagnostics, intra- and inter-laboratory testing are of the utmost importance.MethodsA multicenter study was conducted to validate an updated assay design for 454 Life Sciences’ GS FLX Titanium system targeting protease/reverse transcriptase (RTP) and env (V3) regions to identify HIV-1 drug-resistance mutations and determine co-receptor use with high sensitivity. The study included 30 HIV-1 subtype B and 6 subtype non-B samples with viral titers (VT) of 3,940–447,400 copies/mL, two dilution series (52,129–1,340 and 25,130–734 copies/mL), and triplicate samples. Amplicons spanning PR codons 10–99, RT codons 1–251 and the entire V3 region were generated using barcoded primers. Analysis was performed using the GS Amplicon Variant Analyzer and geno2pheno for tropism. For comparison, population sequencing was performed using the ViroSeq HIV-1 genotyping system.ResultsThe median sequencing depth across the 11 sites was 1,829 reads per position for RTP (IQR 592–3,488) and 2,410 for V3 (IQR 786–3,695). 10 preselected drug resistant variants were measured across sites and showed high inter-laboratory correlation across all sites with data (P<0.001). The triplicate samples of a plasmid mixture confirmed the high inter-laboratory consistency (mean% ± stdev: 4.6 ±0.5, 4.8 ±0.4, 4.9 ±0.3) and revealed good intra-laboratory consistency (mean% range ± stdev range: 4.2–5.2 ± 0.04–0.65). In the two dilutions series, no variants >20% were missed, variants 2–10% were detected at most sites (even at low VT), and variants 1–2% were detected by some sites. All mutations detected by population sequencing were also detected by UDS.ConclusionsThis assay design results in an accurate and reproducible approach to analyze HIV-1 mutant spectra, even at variant frequencies well below those routinely detectable by population sequencing.","oxford nanopore sequencing",2015
"117","10.1371/journal.pone.0187211","PLOS ONE","Public Library of Science","Ngabonziza, Jean Claude Semuto","National Reference Laboratory Division, Biomedical Services Department, Rwanda Biomedical Centre, Kigali, Rwanda","Half of rifampicin-resistant Mycobacterium tuberculosis complex isolated from tuberculosis patients in Sub-Saharan Africa have concomitant resistance to pyrazinamide","BackgroundBesides inclusion in 1st line regimens against tuberculosis (TB), pyrazinamide (PZA) is used in 2nd line anti-TB regimens, including in the short regimen for multidrug-resistant TB (MDR-TB) patients. Guidelines and expert opinions are contradictory about inclusion of PZA in case of resistance. Moreover, drug susceptibility testing (DST) for PZA is not often applied in routine testing, and the prevalence of resistance is unknown in several regions, including in most African countries.MethodsSix hundred and twenty-three culture isolates from rifampicin-resistant (RR) patients were collected in twelve Sub-Saharan African countries. Among those isolates, 71% were from patients included in the study on the Union short-course regimen for MDR-TB in Benin, Burkina Faso, Burundi, Cameroon, Central Africa Republic, the Democratic Republic of the Congo, Ivory Coast, Niger, and Rwanda PZA resistance, and the rest (29%) were consecutive isolates systematically stored from 2014–2015 in Mali, Rwanda, Senegal, and Togo. Besides national guidelines, the isolates were tested for PZA resistance through pncA gene sequencing.ResultsOver half of these RR-TB isolates (54%) showed a mutation in the pncA gene, with a significant heterogeneity between countries. Isolates with fluoroquinolone resistance (but not with injectable resistance or XDR) were more likely to have concurrent PZA resistance. The pattern of mutations in the pncA gene was quite diverse, although some isolates with an identical pattern of mutations in pncA and other drug-related genes were isolated from the same reference center, suggesting possible transmission of these strains.ConclusionSimilar to findings in other regions, more than half of the patients having RR-TB in West and Central Africa present concomitant resistance to PZA. Further investigations are needed to understand the relation between resistance to PZA and resistance to fluoroquinolones, and whether continued use of PZA in the face of PZA resistance provides clinical benefit to the patients.","oxford nanopore sequencing",2017
"118","10.1371/journal.pntd.0007330","PLOS Neglected Tropical Diseases","Public Library of Science","Bénard, Angèle H. M.","Wellcome Trust Sanger Institute, Genome campus, Hinxton United Kingdom","Whole genome sequence of Vibrio cholerae directly from dried spotted filter paper","BackgroundGlobal estimates for cholera annually approximate 4 million cases worldwide with 95,000 deaths. Recent outbreaks, including Haiti and Yemen, are reminders that cholera is still a global health concern. Cholera outbreaks can rapidly induce high death tolls by overwhelming the capacity of health facilities, especially in remote areas or areas of civil unrest. Recent studies demonstrated that stool specimens preserved on filter paper facilitate molecular analysis of Vibrio cholerae in resource limited settings. Specimens preserved in a rapid, low-cost, safe and sustainable manner for sequencing provides previously unavailable data about circulating cholera strains. This may ultimately contribute new information to shape public policy response on cholera control and elimination.Methodology/Principal findingsWhole genome sequencing (WGS) recovered close to a complete sequence of the V. cholerae O1 genome with satisfactory genome coverage from stool specimens enriched in alkaline peptone water (APW) and V. cholerae culture isolates, both spotted on filter paper. The minimum concentration of V. cholerae DNA sufficient to produce quality genomic information was 0.02 ng/µL. The genomic data confirmed the presence or absence of genes of epidemiological interest, including cholera toxin and pilus loci. WGS identified a variety of diarrheal pathogens from APW-enriched specimen spotted filter paper, highlighting the potential for this technique to explore the gut microbiome, potentially identifying co-infections, which may impact the severity of disease. WGS demonstrated that these specimens fit within the current global cholera phylogenetic tree, identifying the strains as the 7th pandemic El Tor.ConclusionsWGS results allowed for mapping of short reads from APW-enriched specimen and culture isolate spotted filter papers. This provided valuable molecular epidemiological sequence information on V. cholerae strains from remote, low-resource settings. These results identified the presence of co-infecting pathogens while providing rare insight into the specific V. cholerae strains causing outbreaks in cholera-endemic areas.","oxford nanopore sequencing",2019
"119","10.1371/journal.pntd.0007330","PLOS Neglected Tropical Diseases","Public Library of Science","Bénard, Angèle H. M.","Wellcome Trust Sanger Institute, Genome campus, Hinxton United Kingdom","Whole genome sequence of Vibrio cholerae directly from dried spotted filter paper","Author summaryCholera affects more than 4 million people globally every year; people predominantly living in poverty or in resource-constrained conditions including political crises or natural disasters. Cholera’s typical presentation is characterized by rapid onset of acute watery diarrhea and vomiting which can progress from watery stool to shock in as little as four hours. Laboratory conditions needed for culture confirmation and strain preservation are rarely to never present in these affected areas. In fact, many cholera endemic areas in Sub-Saharan African are so remote that even treatment response alone is often challenging. Here we present the genomic analysis of DNA extracted from dried filter paper, which is a low-cost, low-tech and sustainable method. Previously this method has facilitated cholera confirmation by PCR, but we demonstrate that this method is also suitable for whole genome sequencing and subsequent strain characterization by presenting the analysis of samples from an outbreak in a remote area of Cameroon. This method will facilitate the understanding of the molecular epidemiology in cholera-prone areas, which were previously too challenging to attempt. It also introduces a method that can be used on a broader scale for diarrheal disease surveillance, including providing a window into co-infection and microbiome analyses.","oxford nanopore sequencing",2019
"120","10.1371/journal.pone.0223975","PLOS ONE","Public Library of Science","Silva, Claudia","Departamento de Microbiología Molecular, Instituto de Biotecnología, Universidad Nacional Autónoma de México, Cuernavaca, Morelos, Mexico","Population analysis of D6-like plasmid prophage variants associated with specific IncC plasmid types in the emerging Salmonella Typhimurium ST213 genotype","The Salmonella enterica serovar Typhimurium sequence type 213 (ST213) emerged as a predominant genotype in Mexico. It is characterized by harboring multidrug resistance (MDR) IncC plasmids (previously IncA/C) and the lack of the Salmonella virulence plasmid (pSTV). Here we show that the D6-like plasmid prophage is present in most of the ST213 strains. We used the reported nucleotide sequence of YU39 plasmid (pYU39_89) to design a PCR typing scheme for the D6-like plasmid prophages, and determined the complete nucleotide sequences for the D6-like prophages of three additional ST213 strains (YU07-18, SL26 and SO21). Two prophage variants were described: i) a complete prophage, containing homologous sequences for most of the genetic modules described in P1 and D6 phages, which most likely allow for the lytic and lysogenic lifestyles; and ii) an incomplete prophage, lacking a 15 kb region containing morphogenesis genes, suggesting that it is defective. The tail fiber gene inversion region was the most divergent one between D6 and pYU39_89 genomes, suggesting the production of a distinct set of tail fibers, which could be involved in host range preferences. A glutaminyl-tRNA synthetase gene (glnS), which could be involved in providing host cell increased fitness or plasmid maintenance functions, was found in all D6-like genomes. Population level analysis revealed a biogeographic pattern of distribution of these plasmid-phages and specific associations with variants of MDR IncC plasmids. Statistically significant associations were found between the two prophage variants (p75 or p89), the type of IncC plasmids (I or II) and geographic isolation regions (Sonora, San Luis Potosí, Michoacán and Yucatán). This work integrates results from molecular typing, genomics and epidemiology to provide a broad overview for the evolution of an emergent Salmonella genotype.","oxford nanopore sequencing",2019
"121","10.1371/journal.pntd.0007620","PLOS Neglected Tropical Diseases","Public Library of Science","Ingle, Danielle J.","National Centre for Epidemiology and Population Health, The Australian National University, Canberra, Australia","Informal genomic surveillance of regional distribution of Salmonella Typhi genotypes and antimicrobial resistance via returning travellers","Salmonella enterica serovar Typhi (S. Typhi) is the causative agent of typhoid fever, a systemic human infection with a burden exceeding 20 million cases each year that occurs disproportionately among children in low and middle income countries. Antimicrobial therapy is the mainstay for treatment, but resistance to multiple agents is common. Here we report genotypes and antimicrobial resistance (AMR) determinants detected from routine whole-genome sequencing (WGS) of 533 S. Typhi isolates referred to Public Health England between April 2014 and March 2017, 488 (92%) of which had accompanying patient travel information obtained via an enhanced surveillance questionnaire. The majority of cases involved S. Typhi 4.3.1 (H58) linked with travel to South Asia (59%). Travel to East and West Africa were associated with genotypes 4.3.1 and 3.3.1, respectively. Point mutations in the quinolone resistance determining region (QRDR), associated with reduced susceptibility to fluoroquinolones, were very common (85% of all cases) but the frequency varied significantly by region of travel: 95% in South Asia, 43% in East Africa, 27% in West Africa. QRDR triple mutants, resistant to ciprofloxacin, were restricted to 4.3.1 lineage II and associated with travel to India, accounting for 23% of cases reporting travel to the country. Overall 24% of isolates were MDR, however the frequency varied significantly by region and country of travel: 27% in West Africa, 52% in East Africa, 55% in Pakistan, 24% in Bangladesh, 3% in India. MDR determinants were plasmid-borne (IncHI1 PST2 plasmids) in S. Typhi 3.1.1 linked to West Africa, but in all other regions MDR was chromosomally integrated in 4.3.1 lineage I. We propose that routine WGS data from travel-associated cases in industrialised countries could serve as informal sentinel AMR genomic surveillance data for countries where WGS is not available or routinely performed.","oxford nanopore sequencing",2019
"122","10.1371/journal.pntd.0007620","PLOS Neglected Tropical Diseases","Public Library of Science","Ingle, Danielle J.","National Centre for Epidemiology and Population Health, The Australian National University, Canberra, Australia","Informal genomic surveillance of regional distribution of Salmonella Typhi genotypes and antimicrobial resistance via returning travellers","Author summaryOur data demonstrate how routine WGS data produced by Public Health England can be further mined for informal passive surveillance of Salmonella Typhi circulating in different geographical regions where typhoid is endemic. We have shown the public health utility of a simplified approach to WGS reporting based on the GenoTyphi genotyping framework and nomenclature, which doesn’t require the generation of a phylogenetic tree or other phylogenetic analysis. These approaches yielded results consistent with previously reported antimicrobial resistance (AMR) patterns of S. Typhi, including prevalence of multi-drug resistant (MDR) and fluoroquinolone resistance in different regions in association with different pathogen variants. These data provide a rationale and framework for the extraction and reporting of geographically stratified genotype and AMR data from public health labs in non-endemic countries. Prospective analysis and reporting of such data could potentially detect shifts in regional S. Typhi populations, such as replacement or spread of different subclades and the emergence and dissemination of MDR, fluoroquinolone resistant and/or extensively drug resistant S. Typhi, providing valuable data to inform typhoid control measures in low and middle income countries that are still building their genomics capacity.","oxford nanopore sequencing",2019
"123","10.1371/journal.pgen.1008102","PLOS Genetics","Public Library of Science","Marchant, Thomas W.","The Roslin Institute and Royal (Dick) School for Veterinary Studies, University of Edinburgh, Easter Bush, Midlothian, United Kingdom","An ADAMTS3 missense variant is associated with Norwich Terrier upper airway syndrome","In flat-faced dog breeds, air resistance caused by skull conformation is believed to be a major determinant of Brachycephalic Obstructive Airway Syndrome (BOAS). The clinical presentation of BOAS is heterogeneous, suggesting determinants independent of skull conformation contribute to airway disease. Norwich Terriers, a mesocephalic breed, are predisposed to Upper Airway Syndrome (UAS), a disease whose pathological features overlap with BOAS. Our health screening clinic examined and scored the airways of 401 Norwich terriers by laryngoscopy. Genome-wide association analyses of UAS-related pathologies revealed a genetic association on canine chromosome 13 (rs9043975, p = 7.79x10-16). Whole genome resequencing was used to identify causal variant(s) within a 414 kb critical interval. This approach highlighted an error in the CanFam3.1 dog assembly, which when resolved, led to the discovery of a c.2786G>A missense variant in exon 20 of the positional candidate gene, ADAM metallopeptidase with thrombospondin type 1 motif 3 (ADAMTS3). In addition to segregating with UAS amongst Norwich Terriers, the ADAMTS3 c.2786G>A risk allele frequency was enriched among the BOAS-susceptible French and (English) Bulldogs. Previous studies indicate that ADAMTS3 loss of function results in lymphoedema. Our results suggest a new paradigm in the understanding of canine upper airway disease aetiology: airway oedema caused by disruption of ADAMTS3 predisposes dogs to respiratory obstruction. These findings will enhance breeding practices and could refine the prognostics of surgical interventions that are often used to treat airway obstruction.","oxford nanopore sequencing",2019
"124","10.1371/journal.pgen.1008102","PLOS Genetics","Public Library of Science","Marchant, Thomas W.","The Roslin Institute and Royal (Dick) School for Veterinary Studies, University of Edinburgh, Easter Bush, Midlothian, United Kingdom","An ADAMTS3 missense variant is associated with Norwich Terrier upper airway syndrome","Author summaryRespiratory diseases are prevalent across dog breeds, particularly in brachycephalic breeds such as the Bulldog and French bulldog. The flat facial conformation of these breeds has long been assumed to be the major predisposing factor, however, the underlying genetics of their respiratory condition has never been elucidated. We became interested in the Norwich Terrier, a breed presenting with many of the same respiratory disease symptoms as the Bulldog. A distinction, however, is that the Norwich terrier is not considered to be a brachycephalic breed and so presented an opportunity to dissociate respiratory disease from head conformation. We performed a genome-wide association analysis for respiratory disease severity in the Norwich Terrier and resolved an association on chromosome 13 to a missense mutation in ADAMTS3. Variants in this gene were previously shown to cause an oedematous phenotype–a disease characteristic in the airways of affected Norwich Terriers and brachycephalic dogs alike. We screened over 100 breeds for the ADAMTS3 variant and found that it is enriched in the Norwich Terrier, Bulldog and French Bulldog. This discovery changes how we view respiratory disease predisposition in the dog, offers potential genetic screens and highlights a new biological function for ADAMTS3.","oxford nanopore sequencing",2019
"125","10.1371/journal.pone.0201784","PLOS ONE","Public Library of Science","Nomura, Kazuharu","National Research Institute of Aquaculture, Japan Fisheries Research and Education Agency, Minami-ise, Mie, Japan","Genetic parameters and quantitative trait loci analysis associated with body size and timing at metamorphosis into glass eels in captive-bred Japanese eels (Anguilla japonica)","The Japanese eel (Anguilla japonica) is among the most important aquaculture fish species in Eastern Asia. The present study aimed to identify the genetic parameters underlying body size and the timing at metamorphosis from leptocephali to glass eels in captive-bred Japanese eels, with the intent to foster sustainable development. Larvae from a partly factorial cross (14 sires × 11 dams) were reared until the point of metamorphosis into glass eels. In these organisms, we observed moderate heritability and mild genetic correlations among traits related to body size (h2 = 0.16–0.33) and timing at metamorphosis (h2 = 0.36–0.41). In an F1 full-sib family, quantitative trait loci (QTL) mapping for these traits identified one significant (genome-wide P < 0.05) and five suggestive QTLs (chromosome-wide P < 0.05). These results suggest that in the Japanese eel, metamorphic traits exhibit a polygenic genetic structure comprising many QTLs with small effects. In addition, we updated the genetic linkage map for the Japanese eel and integrated it with our newly constructed de novo genome assembly. The information and tools generated from this study will contribute to the development of freshwater eel genetics and genomics.","oxford nanopore sequencing",2018
"126","10.1371/journal.pone.0082338","PLoS ONE","Public Library of Science","Azouzi, Slim","Institut National de la Transfusion Sanguine, Paris, France","Energetic and Molecular Water Permeation Mechanisms of the Human Red Blood Cell Urea Transporter B","Urea transporter B (UT-B) is a passive membrane channel that facilitates highly efficient permeation of urea. In red blood cells (RBC), while the major function of UT-B is to transport urea, it is assumed that this protein is able to conduct water. Here, we have revisited this last issue by studying RBCs and ghosts from human variants with defects of aquaporin 1 (AQP1) or UT-B. We found that UT-B's osmotic water unit permeability (pfunit) is similar to that of AQP1. The determination of diffusional permeability coefficient (Pd) allowed the calculation of the Pf/Pd ratio, which is consistent with a single-file water transport. Molecular dynamic simulations of water conduction through human UT-B confirmed the experimental finding. From these results, we propose an atomistic description of water–protein interactions involved in this permeation. Inside the UT-B pore, five water molecules were found to form a single-file and move rapidly along a channel by hydrogen bond exchange involving two critical threonines. We further show that the energy barrier for water located in the central region coincides with a water dipole reorientation, which can be related to the proton exclusion observed experimentally. In conclusion, our results indicate that UT-B should be considered as a new member of the water channel family.","oxford nanopore sequencing",2013
"127","10.1371/journal.pone.0202355","PLOS ONE","Public Library of Science","Swiercz, Aleksandra","Institute of Computing Science, Poznan University of Technology, Poznan, Poland","GRASShopPER—An algorithm for de novo assembly based on GPU alignments","Next generation sequencers produce billions of short DNA sequences in a massively parallel manner, which causes a great computational challenge in accurately reconstructing a genome sequence de novo using these short sequences. Here, we propose the GRASShopPER assembler, which follows an approach of overlap-layout-consensus. It uses an efficient GPU implementation for the sequence alignment during the graph construction stage and a greedy hyper-heuristic algorithm at the fork detection stage. A two-part fork detection method allows us to identify repeated fragments of a genome and to reconstruct them without misassemblies. The assemblies of data sets of bacteria Candidatus Microthrix, nematode Caenorhabditis elegans, and human chromosome 14 were evaluated with the golden standard tool QUAST. In comparison with other assemblers, GRASShopPER provided contigs that covered the largest part of the genomes and, at the same time, kept good values of other metrics, e.g., NG50 and misassembly rate.","oxford nanopore sequencing",2018
"128","10.1371/journal.pone.0104389","PLoS ONE","Public Library of Science","Balaji Raghavendran, Hanumantha Rao","Tissue Engineering Group (TEG), National Orthopaedic Centre of Excellence in Research and Learning (NOCERAL), Department of Orthopaedic Surgery, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia","A Comparative Study on In Vitro Osteogenic Priming Potential of Electron Spun Scaffold PLLA/HA/Col, PLLA/HA, and PLLA/Col for Tissue Engineering Application","A comparative study on the in vitro osteogenic potential of electrospun poly-L-lactide/hydroxyapatite/collagen (PLLA/HA/Col, PLLA/HA, and PLLA/Col) scaffolds was conducted. The morphology, chemical composition, and surface roughness of the fibrous scaffolds were examined. Furthermore, cell attachment, distribution, morphology, mineralization, extracellular matrix protein localization, and gene expression of human mesenchymal stromal cells (hMSCs) differentiated on the fibrous scaffolds PLLA/Col/HA, PLLA/Col, and PLLA/HA were also analyzed. The electrospun scaffolds with a diameter of 200–950 nm demonstrated well-formed interconnected fibrous network structure, which supported the growth of hMSCs. When compared with PLLA/H%A and PLLA/Col scaffolds, PLLA/Col/HA scaffolds presented a higher density of viable cells and significant upregulation of genes associated with osteogenic lineage, which were achieved without the use of specific medium or growth factors. These results were supported by the elevated levels of calcium, osteocalcin, and mineralization (P<0.05) observed at different time points (0, 7, 14, and 21 days). Furthermore, electron microscopic observations and fibronectin localization revealed that PLLA/Col/HA scaffolds exhibited superior osteoinductivity, when compared with PLLA/Col or PLLA/HA scaffolds. These findings indicated that the fibrous structure and synergistic action of Col and nano-HA with high-molecular-weight PLLA played a vital role in inducing osteogenic differentiation of hMSCs. The data obtained in this study demonstrated that the developed fibrous PLLA/Col/HA biocomposite scaffold may be supportive for stem cell based therapies for bone repair, when compared with the other two scaffolds.","oxford nanopore sequencing",2014
"129","10.1371/journal.ppat.1002820","PLoS Pathogens","Public Library of Science","Rinaldi, Gabriel","Department of Microbiology, Immunology & Tropical Medicine, School of Medicine & Health Sciences, The George Washington University, Washington, DC, United States of America","Germline Transgenesis and Insertional Mutagenesis in Schistosoma mansoni Mediated by Murine Leukemia Virus","Functional studies will facilitate characterization of role and essentiality of newly available genome sequences of the human schistosomes, Schistosoma mansoni, S. japonicum and S. haematobium. To develop transgenesis as a functional approach for these pathogens, we previously demonstrated that pseudotyped murine leukemia virus (MLV) can transduce schistosomes leading to chromosomal integration of reporter transgenes and short hairpin RNA cassettes. Here we investigated vertical transmission of transgenes through the developmental cycle of S. mansoni after introducing transgenes into eggs. Although MLV infection of schistosome eggs from mouse livers was efficient in terms of snail infectivity, >10-fold higher transgene copy numbers were detected in cercariae derived from in vitro laid eggs (IVLE). After infecting snails with miracidia from eggs transduced by MLV, sequencing of genomic DNA from cercariae released from the snails also revealed the presence of transgenes, demonstrating that transgenes had been transmitted through the asexual developmental cycle, and thereby confirming germline transgenesis. High-throughput sequencing of genomic DNA from schistosome populations exposed to MLV mapped widespread and random insertion of transgenes throughout the genome, along each of the autosomes and sex chromosomes, validating the utility of this approach for insertional mutagenesis. In addition, the germline-transmitted transgene encoding neomycin phosphotransferase rescued cultured schistosomules from toxicity of the antibiotic G418, and PCR analysis of eggs resulting from sexual reproduction of the transgenic worms in mice confirmed that retroviral transgenes were transmitted to the next (F1) generation. These findings provide the first description of wide-scale, random insertional mutagenesis of chromosomes and of germline transmission of a transgene in schistosomes. Transgenic lines of schistosomes expressing antibiotic resistance could advance functional genomics for these significant human pathogens. Database accessionSequence data from this study have been submitted to the European Nucleotide Archive (http://www.ebi.ac.uk/embl) under accession number ERP000379.","oxford nanopore sequencing",2012
"130","10.1371/journal.ppat.1002820","PLoS Pathogens","Public Library of Science","Rinaldi, Gabriel","Department of Microbiology, Immunology & Tropical Medicine, School of Medicine & Health Sciences, The George Washington University, Washington, DC, United States of America","Germline Transgenesis and Insertional Mutagenesis in Schistosoma mansoni Mediated by Murine Leukemia Virus","Author SummarySchistosomes, or blood flukes, are responsible for the major neglected tropical disease called schistosomiasis, which afflicts over 200 million people in impoverished regions of the developing world. The genome sequence of these parasites has been decoded. Integration sites of retroviral transgenes into the chromosomes of schistosomes were investigated by high-throughput sequencing. Transgene integrations were mapped to the genome sequence of Schistosoma mansoni. Integrations were distributed apparently randomly across each of the eight chromosomes, including the seven autosomes and the sex chromosomes Z and W. Integration events of transgenes were characterized in chromosomes of cercariae that were progeny of schistosome eggs infected with pseudotyped virions. Also, transgenic cercariae were employed to infect mice and transgenes were detected in the F1 eggs. Together these findings confirmed vertical transmission of transgenes through the schistosome germline, through both the asexual and the sexual reproductive phases of the developmental cycle. Moreover, germline-transmitted retroviral transgenes encoding drug resistance to the aminoglycoside antibiotics allowed schistosomes to survive toxic concentrations of the antibiotic G418. These findings represent the first reports of wide-scale insertional mutagenesis of schistosome chromosomes and vertical transmission of a transgene through the schistosome germline.","oxford nanopore sequencing",2012
"131","10.1371/journal.pgen.1002284","PLoS Genetics","Public Library of Science","Verzijlbergen, Kitty F.","Department of Gene Regulation, Netherlands Cancer Institute, Amsterdam, The Netherlands","A Barcode Screen for Epigenetic Regulators Reveals a Role for the NuB4/HAT-B Histone Acetyltransferase Complex in Histone Turnover","Dynamic modification of histone proteins plays a key role in regulating gene expression. However, histones themselves can also be dynamic, which potentially affects the stability of histone modifications. To determine the molecular mechanisms of histone turnover, we developed a parallel screening method for epigenetic regulators by analyzing chromatin states on DNA barcodes. Histone turnover was quantified by employing a genetic pulse-chase technique called RITE, which was combined with chromatin immunoprecipitation and high-throughput sequencing. In this screen, the NuB4/HAT-B complex, containing the conserved type B histone acetyltransferase Hat1, was found to promote histone turnover. Unexpectedly, the three members of this complex could be functionally separated from each other as well as from the known interacting factor and histone chaperone Asf1. Thus, systematic and direct interrogation of chromatin structure on DNA barcodes can lead to the discovery of genes and pathways involved in chromatin modification and dynamics.","oxford nanopore sequencing",2011
"132","10.1371/journal.pgen.1002284","PLoS Genetics","Public Library of Science","Verzijlbergen, Kitty F.","Department of Gene Regulation, Netherlands Cancer Institute, Amsterdam, The Netherlands","A Barcode Screen for Epigenetic Regulators Reveals a Role for the NuB4/HAT-B Histone Acetyltransferase Complex in Histone Turnover","Author SummaryPackaging of eukaryotic genomes by the histone proteins influences many processes that use the DNA, such as transcription, repair, and replication. One well-known mechanism of regulation of histone function is the covalent modification of histone proteins. Replacement of modified histones by new histones has recently emerged as an additional layer of regulation (hereafter referred to as histone turnover). Although histone replacement can affect substantial parts of eukaryotic genomes, the mechanisms that control histone exchange are largely unknown. Here, we report a screening method for epigenetic regulators that we applied to search for histone exchange factors. The screening method is based on our finding that global chromatin changes in mutant cells can be inferred from chromatin states on short DNA barcodes. By analyzing the chromatin status of DNA barcodes of many yeast mutants in parallel, we identified positive and negative regulators of histone exchange. In particular, we find that the HAT-B complex promotes histone turnover. HAT-B is known to acetylate the tails of newly synthesized histones, but its role in chromatin assembly has been unclear. Hif1, the nuclear binding partner of HAT-B in the NuB4 complex, also promotes histone exchange but by non-overlapping mechanisms. These results provide a new perspective on pathways of histone exchange.","oxford nanopore sequencing",2011
"133","10.1371/journal.pgen.1008373","PLOS Genetics","Public Library of Science","Kozik, Alexander","Genome Center and Department of Plant Sciences, University of California, Davis, California, United States of America","The alternative reality of plant mitochondrial DNA: One ring does not rule them all","Plant mitochondrial genomes are usually assembled and displayed as circular maps based on the widely-held view across the broad community of life scientists that circular genome-sized molecules are the primary form of plant mitochondrial DNA, despite the understanding by plant mitochondrial researchers that this is an inaccurate and outdated concept. Many plant mitochondrial genomes have one or more pairs of large repeats that can act as sites for inter- or intramolecular recombination, leading to multiple alternative arrangements (isoforms). Most mitochondrial genomes have been assembled using methods unable to capture the complete spectrum of isoforms within a species, leading to an incomplete inference of their structure and recombinational activity. To document and investigate underlying reasons for structural diversity in plant mitochondrial DNA, we used long-read (PacBio) and short-read (Illumina) sequencing data to assemble and compare mitochondrial genomes of domesticated (Lactuca sativa) and wild (L. saligna and L. serriola) lettuce species. We characterized a comprehensive, complex set of isoforms within each species and compared genome structures between species. Physical analysis of L. sativa mtDNA molecules by fluorescence microscopy revealed a variety of linear, branched, and circular structures. The mitochondrial genomes for L. sativa and L. serriola were identical in sequence and arrangement and differed substantially from L. saligna, indicating that the mitochondrial genome structure did not change during domestication. From the isoforms in our data, we infer that recombination occurs at repeats of all sizes at variable frequencies. The differences in genome structure between L. saligna and the two other Lactuca species can be largely explained by rare recombination events that rearranged the structure. Our data demonstrate that representations of plant mitochondrial genomes as simple, circular molecules are not accurate descriptions of their true nature and that in reality plant mitochondrial DNA is a complex, dynamic mixture of forms.","oxford nanopore sequencing",2019
"134","10.1371/journal.pgen.1008373","PLOS Genetics","Public Library of Science","Kozik, Alexander","Genome Center and Department of Plant Sciences, University of California, Davis, California, United States of America","The alternative reality of plant mitochondrial DNA: One ring does not rule them all","Author summaryPlant mitochondrial genomes are commonly depicted in research articles and textbooks as circular molecules that are the size of the genome. Although research on mitochondrial DNA (mtDNA) over the past few decades has revealed that genome-sized circles are exceedingly rare and that alternative forms of mtDNA are more common, many biologists still perceive circular maps as representing one or more physical chromosomes. This misconception can lead to biases in how mitochondrial genomes are assembled and misinterpretation of their evolutionary relationships, synteny, and histories. In this study, we present an assembly methodology that uses short- and long-read sequencing data to determine the mitochondrial genome structures of three lettuce species. We show that these mitochondrial genomes are fluid and dynamic, with multiple sequence arrangements of the genome coexisting within individuals of the same species. Differences in sequence arrangements between species can be explained by rare recombination events. Inspection of physical molecules of mtDNA reveals primarily non-circular forms. We demonstrate that plant mitochondrial genomes are a complex mixture of physical forms and sequence arrangements. Our data suggest that plant mitochondrial genomes should be presented as multiple sequence units showing their variable and dynamic connections, rather than as circles.","oxford nanopore sequencing",2019
